"Country Name"	"Country Code"	"Indicator Name"	"Indicator Code"	"1960"	"1961"	"1962"	"1963"	"1964"	"1965"	"1966"	"1967"	"1968"	"1969"	"1970"	"1971"	"1972"	"1973"	"1974"	"1975"	"1976"	"1977"	"1978"	"1979"	"1980"	"1981"	"1982"	"1983"	"1984"	"1985"	"1986"	"1987"	"1988"	"1989"	"1990"	"1991"	"1992"	"1993"	"1994"	"1995"	"1996"	"1997"	"1998"	"1999"	"2000"	"2001"	"2002"	"2003"	"2004"	"2005"	"2006"	"2007"	"2008"	"2009"	"2010"	"2011"	"2012"	"2013"	"2014"	"2015"	"2016"	"2017"	"2018"	"2019"	"2020"	"2021"	"2022"	"2023"	"2024"	
"Bangladesh"	"BGD"	"GDP	 PPP (current international $)"	"NY.GDP.MKTP.PP.CD"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"105008754992.418"	"112343514642.75"	"121157504599.86"	"129873049504.622"	"137806197692.128"	"147900975216.151"	"157420603401.486"	"167325146303.572"	"177965478384.521"	"188912743218.433"	"203418206731.376"	"218559239143.377"	"230463472736.244"	"246152172425.973"	"266015461711.794"	"292288029438.599"	"321404279211.061"	"353413232026.431"	"381885501594.424"	"403626330533.373"	"431294060080.085"	"468647816773.515"	"532553859722.85"	"577776460458.473"	"627516703644.248"	"671359529456.477"	"736379109928.489"	"791891204668.818"	"897767805988.755"	"997249695284.319"	"1104316059486.83"	"1247561124482.2"	"1431395376250.57"	"1568541874255.92"	"1674316179059.49"	
"Bulgaria"	"BGR"	"GDP	 PPP (current international $)"	"NY.GDP.MKTP.PP.CD"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"65762139417.4733"	"62244424032.3117"	"59033071883.1685"	"59537818852.1313"	"61914585184.6832"	"65044102236.4453"	"57255610548.1297"	"47789109581.7418"	"51007415177.6061"	"47685770372.0117"	"52475293539.858"	"55751957574.1368"	"61023440831.8326"	"65448587463.2394"	"71008537317.7107"	"78821895816.2094"	"86712835345.0697"	"96748685896.1293"	"107494842686.593"	"105567621819.823"	"110607955777.981"	"115717208524.997"	"119285335551.293"	"120959811960.839"	"127259409825.144"	"132010035906.559"	"143021674686.199"	"151832826641.707"	"161040454186.517"	"177097585912.587"	"179174839236.055"	"201460814409.408"	"231549203808.515"	"241330102706.3"	"267444835512.025"	
"Bahrain"	"BHR"	"GDP	 PPP (current international $)"	"NY.GDP.MKTP.PP.CD"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"13849100371.6826"	"15925300297.0046"	"17377895954.1868"	"20079358095.9532"	"20456821719.1415"	"21706545441.9508"	"23012414560.7456"	"24133299648.4367"	"25573503154.9677"	"27050614774.8075"	"29129541486.3927"	"30527388692.4569"	"32039893083.1749"	"34729663754.4617"	"38153235357.4752"	"42013080198.8788"	"46109468096.963"	"51286604420.6927"	"55539312164.1959"	"57301203503.1051"	"60511365801.66"	"62950607636.3072"	"68563454589.6353"	"70567575887.0546"	"71379476259.9094"	"65822385264.1269"	"67525760773.3312"	"75332756767.7388"	"78150406940.0445"	"83979879528.4482"	"78668739612.8244"	"82671890844.1512"	"94039487080.4043"	"101201588299.581"	"106347544575.271"	
"Bahamas	 The"	"BHS"	"GDP	 PPP (current international $)"	"NY.GDP.MKTP.PP.CD"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"5468500283.54551"	"5417020162.32837"	"5328511069.42535"	"5471604368.05009"	"5764409068.24657"	"6142972183.18174"	"6519635759.81108"	"6717468095.61792"	"7113373810.08572"	"7729413187.54712"	"8232411264.78487"	"8638831359.98772"	"9010386268.18601"	"9072055567.76163"	"9398213125.08261"	"10022068527.4574"	"10591125241.2235"	"11035373906.35"	"10986629741.2135"	"10592824921.2258"	"10886526704.5643"	"11179257851.7336"	"11652886944.3095"	"11480182878.3561"	"12128852901.2596"	"12384087314.253"	"12528462792.3855"	"13386673556.9062"	"13834540972.566"	"14254082379.9356"	"10769304826.4195"	"12313201284.2481"	"14625979989.0631"	"15614158121.4937"	"16532030651.588"	
"Bosnia and Herzegovina"	"BIH"	"GDP	 PPP (current international $)"	"NY.GDP.MKTP.PP.CD"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"4637921321.41759"	"4346551045.7207"	"4159443276.03172"	"4165152997.7464"	"4727650806.40401"	"5597528861.90815"	"8789370034.11271"	"12216998778.4022"	"14407138419.3494"	"16002211475.7554"	"17250728970.2581"	"18001353746.8058"	"19535710894.3787"	"20549407935.5108"	"22395125785.135"	"24398053620.218"	"27916736800.9389"	"30848838159.0601"	"33896684161.9712"	"33729448496.7896"	"34633887612.8028"	"36525618036.5649"	"37145784899.7744"	"39027291201.5491"	"39811539053.9539"	"41689898329.6471"	"44798626082.441"	"46722358650.0999"	"50325004217.6199"	"54961733132.6805"	"54010130659.7179"	"59338713962.7721"	"67676711039.902"	"71703747302.1168"	"72637837573.0167"	
"Belarus"	"BLR"	"GDP	 PPP (current international $)"	"NY.GDP.MKTP.PP.CD"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"53193233753.6635"	"54332225356.0198"	"50235620781.0825"	"47517963155.0714"	"42854253863.5143"	"39202485402.1902"	"41037957769.0012"	"46504640751.2889"	"50977578757.454"	"53456725796.4682"	"57838349008.2995"	"61935267852.5117"	"66071097821.0895"	"72120938828.0041"	"82540052120.3146"	"93130096685.2146"	"105602279440.587"	"117791170675.551"	"132306851756.369"	"133389134342.179"	"145473507873.332"	"156715098657.899"	"171127080561.616"	"179553714196.485"	"179879739572.13"	"171562717858.933"	"168862491607.69"	"174175435650.665"	"189020934305.568"	"210075611346.388"	"233301042735.647"	"256855349956.29"	"262349397266.918"	"283005268457.448"	"301471104003.261"	
"Belize"	"BLZ"	"GDP	 PPP (current international $)"	"NY.GDP.MKTP.PP.CD"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"817820519.670275"	"945063972.222555"	"1089709015.57974"	"1184009143.74207"	"1209048395.46679"	"1243428714.19667"	"1280188270.47656"	"1357410348.17035"	"1426103971.10662"	"1582570968.93203"	"1816523717.07142"	"1950177928.48179"	"2087411348.09095"	"2334359698.21674"	"2511731559.50723"	"2647973576.07295"	"2852778900.61182"	"3027914671.01889"	"3036025702.36923"	"3041105454.80186"	"3121692416.30007"	"3181952157.00315"	"3111180042.63032"	"3254281029.56249"	"3311248639.34568"	"3398842023.32131"	"3427875304.21987"	"3403846084.01415"	"3611095600.75079"	"4051189866.74028"	"3766995886.26518"	"4632002927.90342"	"5421273424.57134"	"5644441004.69254"	"5983531291.028"	
"Bermuda"	"BMU"	"GDP	 PPP (current international $)"	"NY.GDP.MKTP.PP.CD"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"2068931682.90361"	"2063302183.94067"	"2109061166.99141"	"2224009319.29989"	"2285116526.7961"	"2435661677.54241"	"2544751275.64251"	"2707711381.44924"	"2844929975.68212"	"2982784270.00168"	"3334556050.41131"	"3655898957.66493"	"3657845331.61154"	"3857284207.79327"	"4052955585.05347"	"4250016553.30314"	"4623961353.15661"	"4908105011.79343"	"4909322335.7464"	"4661665611.4008"	"4600224450.62097"	"4519405326.5993"	"4401060438.48103"	"4546789583.9929"	"4573359853.64919"	"4819676018.15066"	"5102072630.22836"	"5447424722.84928"	"5488075615.45772"	"5832740627.90402"	"5481895565.20419"	"5968282122.23481"	"6807865902.96515"	"7399642886.20114"	"8031206288.47236"	
"Bolivia"	"BOL"	"GDP	 PPP (current international $)"	"NY.GDP.MKTP.PP.CD"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"19940570632.6914"	"21700613532.4895"	"22560581467.4719"	"24081349008.6991"	"25743472348.6864"	"27512835097.5637"	"29238427021.2252"	"31216140379.2222"	"33154582647.6764"	"33767287421.7017"	"35398184189.4909"	"36804696696.0126"	"38305660666.3329"	"40121036761.4974"	"42919321305.4365"	"46222186137.0432"	"49933262607.7145"	"53626977701.487"	"58020995971.0039"	"60338636307.7332"	"63592192592.6149"	"68281842104.6132"	"75543727995.4408"	"86194974662.4563"	"93614432490.7136"	"96459271840.5195"	"103326049867.124"	"118215047306.154"	"123811713287.561"	"128447735965.211"	"113211838075.465"	"133727570900.831"	"148630265147.84"	"157853227832.123"	"159854141180.224"	
"Brazil"	"BRA"	"GDP	 PPP (current international $)"	"NY.GDP.MKTP.PP.CD"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"997458383698.202"	"1041834385723.12"	"1059778771283.52"	"1138326881832.12"	"1230679787763.94"	"1309554571224.56"	"1362985284358.19"	"1433558431104.95"	"1454571004308.98"	"1482057413847.92"	"1582133937059.7"	"1640243857280.16"	"1716595685809.46"	"1770456746610.5"	"1922785831197.7"	"2046574552605.36"	"2193273153799.11"	"2389430239797.43"	"2559535104821.96"	"2572081759722.11"	"2799325235337.53"	"2970630762000.35"	"2992140131483.82"	"3120542014227.65"	"3166808963776.93"	"2989121457690.69"	"2907889886403.3"	"2980287463663.11"	"3187189640210.35"	"3333775621490.88"	"3359777233354.22"	"3787769507579.26"	"4180229770179.53"	"4471035569095.19"	"4735725154575.41"	
"Barbados"	"BRB"	"GDP	 PPP (current international $)"	"NY.GDP.MKTP.PP.CD"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"3022090796.1918"	"3002447717.42703"	"2896059258.92492"	"2988217406.96272"	"3113391299.20055"	"3242687760.06674"	"3433359125.08886"	"3658116835.39044"	"3837153591.42743"	"3904476063.23792"	"4170492793.69153"	"4163526499.43616"	"4261520627.81811"	"4440195377.83367"	"4623959302.83802"	"4957574883.75171"	"5420691138.17741"	"5683311308.74735"	"5829507401.47234"	"5571176263.73668"	"5513827928.08931"	"5610120704.5114"	"5429374177.12222"	"5284649507.27278"	"5175853276.09134"	"5352567845.59468"	"5361451074.10162"	"5165458116.15795"	"5551638099.74952"	"5616018339.67792"	"4663612425.10684"	"4989129631.48072"	"6265553590.03786"	"6680184035.86102"	"7011546804.87199"	
"Brunei Darussalam"	"BRN"	"GDP	 PPP (current international $)"	"NY.GDP.MKTP.PP.CD"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"17921687480.1464"	"19067044652.1087"	"18892985637.7128"	"19218257786.3535"	"19823465754.1336"	"20511782238.761"	"20881599212.7898"	"22589252749.7736"	"21322422332.4975"	"22545500717.3791"	"23857328634.2893"	"24752160223.2825"	"26132586739.6003"	"27603457286.5475"	"28375370607.5638"	"29263918712.4255"	"31402712496.3186"	"31039593178.2262"	"30403543276.3409"	"30009758603.4925"	"31207137922.799"	"33043605255.0477"	"35387298721.4889"	"34227281356.8655"	"33850747356.1201"	"26475996818.4788"	"24234121657.4006"	"26683717606.9096"	"28522807687.7392"	"30701487040.9233"	"31223413923.1335"	"35346624887.2816"	"37250061040.7016"	"39025627138.613"	"41589068031.7511"	
"Bhutan"	"BTN"	"GDP	 PPP (current international $)"	"NY.GDP.MKTP.PP.CD"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"965176566.543021"	"993747163.645532"	"1063156360.58508"	"1109975371.75386"	"1189809535.36958"	"1300689410.73931"	"1398212795.96047"	"1498757656.64256"	"1605234830.82161"	"1757925585.78984"	"1858061640.01543"	"2039131169.07037"	"2287090949.69857"	"2513847013.57348"	"2714578404.78015"	"2993853472.10641"	"3260264370.77942"	"3887877075.97384"	"4142277505.58571"	"4487394036.54647"	"5083865945.59751"	"5629238206.58806"	"6152394144.3722"	"6285876277.6316"	"6835344112.57439"	"7564534468.08804"	"8430904600.97512"	"8808682290.34117"	"9093982075.92963"	"9873190251.01731"	"9605861812.92756"	"10436528611.9245"	"11763540572.3864"	"12751352311.2726"	""	
"Botswana"	"BWA"	"GDP	 PPP (current international $)"	"NY.GDP.MKTP.PP.CD"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"7969467155.31781"	"8853501021.8562"	"9319407688.08539"	"9723110435.58837"	"10290996263.3312"	"11245435178.8891"	"12118901244.7842"	"13354291675.5943"	"13564289967.308"	"15086086616.8665"	"15734473977.3088"	"16129079797.1861"	"17373897291.5558"	"18536478435.0997"	"19549992132.2852"	"21081728496.1733"	"23549478887.3288"	"25588569289.6833"	"26929778965.2994"	"23263372283.5706"	"25928888003.9823"	"28273534640.5122"	"26856576256.1748"	"29158549495.4532"	"32587870647.0545"	"31162419272.1222"	"36266220081.5912"	"35589435395.4775"	"36293825138.6309"	"37220081094.0541"	"36179872017.8699"	"43131382328.6508"	"48741318387.7386"	"52115142887.3206"	"51779485617.4484"	
"Central African Republic"	"CAF"	"GDP	 PPP (current international $)"	"NY.GDP.MKTP.PP.CD"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"1781707623.71705"	"1831783983.92755"	"1753170790.18083"	"1800743914.77326"	"1929312915.11141"	"2111588545.26029"	"2064234890.52897"	"2211121275.41068"	"2341065142.24431"	"2459663881.65548"	"2452761381.77711"	"2619965169.22436"	"2756903876.95614"	"2659592507.39177"	"2894838239.10494"	"3012720151.35312"	"3253799664.32576"	"3495935180.53637"	"3636486380.86625"	"3973116132.62416"	"4207624657.26252"	"4474567487.04114"	"4897034572.03065"	"3295437288.55"	"3231436576.44185"	"3559349379.23233"	"3893548336.23769"	"4236556479.54651"	"4419174296.74199"	"4869757044.86639"	"5359843442.72162"	"5769272621.61696"	"6208645630.79717"	"6477079364.87011"	"6733207024.20623"	
"Canada"	"CAN"	"GDP	 PPP (current international $)"	"NY.GDP.MKTP.PP.CD"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"560184961451.598"	"567048053070.888"	"585191423921.596"	"615002687930.82"	"656367194071.933"	"688183583810.054"	"712130924872.247"	"755390170461.408"	"793674327704.288"	"846412945809.995"	"900996986801.064"	"937786776176.929"	"971003788233.131"	"1023682523002.92"	"1083609294356.44"	"1171326187910.13"	"1241594039979.59"	"1301593351698.17"	"1342395839240.43"	"1307000908301.48"	"1363577286343.32"	"1430806739876.64"	"1468097961846.59"	"1554125000000"	"1621395561291.92"	"1594900336857.89"	"1678092366067.55"	"1765762548007.76"	"1852985933143.48"	"1899695367283.6"	"1847837502049.2"	"2179485548675.88"	"2475481278941.65"	"2583898469288.89"	"2702879648009.75"	
"Central Europe and the Baltics"	"CEB"	"GDP	 PPP (current international $)"	"NY.GDP.MKTP.PP.CD"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"833955554060.908"	"770624331153.577"	"752198983148.914"	"772707854649.257"	"818363985666.33"	"880645348601.618"	"923458787862.286"	"954656866465.676"	"995825324642.974"	"1027084822178.82"	"1088354297783.13"	"1165081806007.69"	"1245141463275.8"	"1315973859100.65"	"1434883323875.65"	"1517254452446.31"	"1683691706480.99"	"1870578771115.94"	"2065703266408.24"	"2064435923735.01"	"2178984034307.97"	"2329805375037.5"	"2406950791581.16"	"2479850922252.09"	"2586986899536.73"	"2707422312171.74"	"2869574698745.76"	"3077951986065.58"	"3297222584351.03"	"3653007950882.65"	"3689745039755.87"	"4020501392181.17"	"4479628191318.01"	"4655350409675.36"	"4988571726480.9"	
"Switzerland"	"CHE"	"GDP	 PPP (current international $)"	"NY.GDP.MKTP.PP.CD"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"191005018296.087"	"195655861759.977"	"200027191466.873"	"204510564935.933"	"211529959212.077"	"217004091175.056"	"222747306457.878"	"232005796537.153"	"240727947879.243"	"248201049346.696"	"263627541287.892"	"273454243730.002"	"281956062254.352"	"284293141607.109"	"296889791565.933"	"308825076428.302"	"346323158154.133"	"384574558162.247"	"411512093039.143"	"410201362487.713"	"425928052343.424"	"454912095759.708"	"475340741851.246"	"498760487993.313"	"519299912386.162"	"540696214191.359"	"563950610001.631"	"576360598319.814"	"601867859451.371"	"632274562999.588"	"630567393919.535"	"705080509164.276"	"801577494672.78"	"804425726191.751"	"847567772890.845"	
"Channel Islands"	"CHI"	"GDP	 PPP (current international $)"	"NY.GDP.MKTP.PP.CD"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"Chile"	"CHL"	"GDP	 PPP (current international $)"	"NY.GDP.MKTP.PP.CD"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"59722497451.3112"	"66749857311.5651"	"77244255172.371"	"85473205029.4998"	"92707948168.8315"	"105059026552.14"	"116331728720.132"	"127084973049.292"	"133888459732.974"	"135403718285.286"	"145355726570.147"	"153318300830.111"	"160694762437.77"	"171606243155.843"	"187973652899.487"	"205184272361.174"	"256070327750.926"	"278373990855.263"	"275754675658.211"	"271327840689.37"	"307855669989.43"	"349147748338.746"	"374316599654.072"	"392670388758.784"	"402902197372.116"	"405311397644.144"	"424831691025.604"	"450891850914.83"	"478093905184.167"	"491687970151.703"	"491062045094.545"	"565981846554.521"	"602631465819.443"	"644836890413.857"	"684594682203.973"	
"China"	"CHN"	"GDP	 PPP (current international $)"	"NY.GDP.MKTP.PP.CD"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"1124714270244.46"	"1271603174925.87"	"1486559204370.66"	"1733767566844.74"	"2002276771718.44"	"2269797454129.8"	"2541937207865.67"	"2825928917621.83"	"3084040130395.79"	"3369671201404.2"	"3741889349546.51"	"4144198719283.08"	"4597616734437.15"	"5162768313736.27"	"5838726336302.17"	"6711788800929.8"	"7795700957640.29"	"9139882776535.16"	"10216860129733.1"	"11246461601887.2"	"12589326651290.3"	"14064750800821.1"	"15465192010738.5"	"16670208037942.1"	"17754058548307.5"	"18577514881891.3"	"19647292057520.3"	"20974552138879.6"	"22862470132646.1"	"24777565958500.9"	"25777238693451.8"	"29438240129870.1"	"32525464028395.1"	"35520435397067.7"	"38190084585497.8"	
"Cote d'Ivoire"	"CIV"	"GDP	 PPP (current international $)"	"NY.GDP.MKTP.PP.CD"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"32831478344.3631"	"33955667728.9533"	"34644533342.1783"	"35397455090.2632"	"36446538660.6394"	"39862249179.0228"	"43729524252.3578"	"48775770205.2226"	"51427070911.4958"	"52763388083.7264"	"53815165580.1811"	"53841629590.2099"	"53185319479.1529"	"51672274067.2947"	"54751824974.7097"	"57031007284.5916"	"60445022065.3369"	"62766430565.9511"	"67035504258.6861"	"69879369469.742"	"75572133892.1689"	"72988975599.248"	"77223654948.2285"	"86638474451.6252"	"99929867262.254"	"111175876370.327"	"117748858729.37"	"125384273717.75"	"135827506244.13"	"155523648459.422"	"160302939789.704"	"179178274483.428"	"204237508213.331"	"225551501028.241"	"244911017243.198"	
"Cameroon"	"CMR"	"GDP	 PPP (current international $)"	"NY.GDP.MKTP.PP.CD"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"23025240277.2584"	"22897314876.9068"	"22693118130.3963"	"21388318871.8445"	"22254990930.0794"	"23379172433.5651"	"24810680272.2513"	"26381154873.172"	"27938304948.2009"	"29611876948.0094"	"31443201183.6588"	"33541506637.7022"	"35587737861.9363"	"38269320461.9491"	"42068507448.1673"	"44354338153.5252"	"47463977040.9871"	"50859594132.2503"	"53315733154.1031"	"55028202949.659"	"57311621819.4057"	"60470659956.2005"	"63669714457.3458"	"69319477137.6358"	"75494717689.7735"	"79618697991.1036"	"85068226004.8733"	"90902832851.2771"	"99492538001.3058"	"108174199180.862"	"114420802871.501"	"129022200845.744"	"143385827220.975"	"153518061490.602"	"162772210840.299"	
"Congo	 Dem. Rep."	"COD"	"GDP	 PPP (current international $)"	"NY.GDP.MKTP.PP.CD"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"30523640528.7919"	"28898554506.9115"	"26453611342.9729"	"23433141715.0636"	"23000080606.4056"	"23646696618.5451"	"23833235956.5538"	"22882418139.3525"	"22763763251.7476"	"22100092701.4291"	"21038784782.0534"	"21060712983.8545"	"22018463218.0573"	"23705575290.2352"	"25983363969.0501"	"28442162060.0838"	"30817177181.8141"	"34351995564.3637"	"37605487765.7737"	"38051394856.4463"	"41534470964.1773"	"45610283959.9443"	"47454468511.5253"	"57649194207.4464"	"67376360420.2708"	"73774190841.0914"	"79760466323.4569"	"86260028947.5421"	"94447824695.5254"	"98168491901.6185"	"104512854274.501"	"139045034784.888"	"162827976543.449"	"183082066392.317"	"198997398918.247"	
"Congo	 Rep."	"COG"	"GDP	 PPP (current international $)"	"NY.GDP.MKTP.PP.CD"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"8181388861.20526"	"8660669804.47275"	"9089401098.33082"	"9213691382.18273"	"8893500368.04331"	"9441835599.15986"	"10027210024.8818"	"10136392428.759"	"10633422673.212"	"10505434343.3612"	"11557321035.3433"	"12266930679.6649"	"13028347252.9641"	"13393614579.1367"	"14231948893.8471"	"15816589849.5564"	"17606451725.0369"	"16887417171.3163"	"18298291842.2703"	"20553711138.7706"	"22869548224.0282"	"23856263885.5927"	"28717951831.4077"	"28335651923.6335"	"28527635281.5358"	"24035779100.7529"	"20973960925.5018"	"23783312191.5778"	"30668141085.6866"	"32125052982.7686"	"27446361623.0188"	"36903988991.0873"	"40118334632.1584"	"42354479275.5663"	"44497677992.2899"	
"Colombia"	"COL"	"GDP	 PPP (current international $)"	"NY.GDP.MKTP.PP.CD"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"165749937387.653"	"174785147998.733"	"185999296401.352"	"200662339786.921"	"216863846995.112"	"232929565332.473"	"242070320398.97"	"254691613370.804"	"259021506590.755"	"251643517113.581"	"264870681669.891"	"275379079767.317"	"286661049059.153"	"303774557821.871"	"328579327980.956"	"355245575263.737"	"390797993626.05"	"428431872801.996"	"451024877848.402"	"458978514355.876"	"485436645886.159"	"529875186711.481"	"552844741595.573"	"589812009091.885"	"621898180361.74"	"626205847138.119"	"665398390495.011"	"693117074956.624"	"747103674534.628"	"807590595866.731"	"785737564322.414"	"889808627041.398"	"1070755175690.69"	"1095839760556.08"	"1137521159858.92"	
"Comoros"	"COM"	"GDP	 PPP (current international $)"	"NY.GDP.MKTP.PP.CD"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"687545985.244127"	"666962793.452376"	"732355481.336796"	"768812510.972671"	"753924924.390785"	"813124345.596285"	"823784829.188376"	"874949520.682889"	"885004334.222261"	"921740505.667015"	"933127368.589882"	"1005848991.14011"	"1068444231.47598"	"1110615025.75478"	"1175840030.21121"	"1281410320.52883"	"1297751962.66278"	"1343622691.16644"	"1423806162.42054"	"1479012396.9283"	"1553541007.00887"	"1651292301.29228"	"1825884072.46405"	"1971985571.96847"	"2090119700.28358"	"2143329245.54369"	"2328363278.32794"	"2532916585.07953"	"2527736067.44752"	"2590245416.12128"	"2602928089.78732"	"2763697833.20972"	"3037803382.34588"	"3241378330.37901"	"3430574919.59549"	
"Cabo Verde"	"CPV"	"GDP	 PPP (current international $)"	"NY.GDP.MKTP.PP.CD"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"392118599.493749"	"411071432.067085"	"466425301.464336"	"519061637.732674"	"631840378.824759"	"736765678.027619"	"835381892.756581"	"944270626.784676"	"1074408388.73386"	"1211895681.9297"	"1416386647.12635"	"1480599872.93237"	"1582561152.10677"	"1681202608.62193"	"1902455066.32188"	"2097735410.67232"	"2335068852.97119"	"2762175353.74715"	"3013570387.84164"	"2986566391.01946"	"3078374146.42847"	"3265194483.4151"	"3234562963.9147"	"3261480004.77418"	"3287510389.45475"	"3470693995.24233"	"3767658154.16819"	"4070196657.81328"	"4064409366.40188"	"4444817983.52976"	"3526877323.02085"	"3970664151.46117"	"4927702546.11045"	"5349794123.69483"	"5876061279.10313"	
"Costa Rica"	"CRI"	"GDP	 PPP (current international $)"	"NY.GDP.MKTP.PP.CD"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"15672949340.6086"	"16570082512.9487"	"18507065148.2776"	"20290358301.0671"	"21660102972.3154"	"23032863329.8078"	"23771284900.1703"	"25505411392.3585"	"27637559276.9321"	"29210012861.4524"	"31027327622.0431"	"32833574233.4156"	"34483122864.6513"	"36682018260.0367"	"39335107060.7106"	"42181713036.3957"	"46668360605.7997"	"51870463922.3305"	"55374923472.4617"	"55229806542.8488"	"58897493038.3217"	"62759466862.0172"	"67457930827.7184"	"71836714968.6521"	"78151240954.0173"	"84436792703.7324"	"93454856085.2032"	"100716906502.777"	"106583345257.898"	"116687612853.612"	"111257806527.03"	"120695515793.017"	"131743438291.298"	"143338340238.794"	"154219710536.667"	
"Caribbean small states"	"CSS"	"GDP	 PPP (current international $)"	"NY.GDP.MKTP.PP.CD"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"26228652958.1199"	"27382169091.0818"	"29039334947.535"	"29896923071.8087"	"31625688699.3808"	"33289930151.5346"	"35666824157.9116"	"38150327488.908"	"40501691761.0967"	"43241696094.1941"	"46333424160.1131"	"48548205438.9832"	"51508587021.3474"	"56390000519.7262"	"60967782642.0192"	"65702685902.3655"	"73595999042.0905"	"78795612458.7965"	"82013462405.342"	"79890146869.5771"	"82650213349.9514"	"85154547939.3266"	"87811695626.0603"	"88998576342.3144"	"90901033874.2155"	"89011845550.2977"	"86722043129.9372"	"90652141497.7064"	"93703633432.4779"	"98446528406.6623"	"89907046546.6195"	"105230438436.764"	"130309541732.237"	"148561149317.178"	"175316928253.619"	
"Cuba"	"CUB"	"GDP	 PPP (current international $)"	"NY.GDP.MKTP.PP.CD"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
